Skills,Position
"natural language processing (nlp),time series analysis,forecasting,microsoft power bi,business intelligence (bi),data analysis,deep learning,convolutional neural networks (cnn),tensorflow,machine learning,analyse de données statistiques,python (programming language),visualisation de données,git,.net framework,big data,mysql,python (langage de programmation),anglais,communication,leadership,programmation,résolution de problèmes,apprentissage automatique",Graduate Research Assistant
"nestjs,angularjs,mongodb,cahier des charges fonctionnel,sql,ponctualité,service client,gestion du stress,angular cli,communication,leadership,résolution de problèmes,anglais,travail d’équipe,parler en public,français,c#,php,spring boot",Stage de fin d’études
"nestjs,canon,javafx,symfony,codename one,mysql,node.js,mongodb,express.js,jenkins,docker products,sonarqube,git,nexus,prometheus.io,grafana,figma,react.js,next.js,angularjs,django,.net framework,anglo-american cataloguing rules (aacr2),tailwind css,primeng,programmation c,html,html5,cssedit,java script,bootsrap,jquery,java",Full-stack Developer
"nestjs,typescript,react.js,node.js,angular,anglais,français,langage de modélisation unifié (uml),html5,feuilles de style en cascade (css),javascript,java,bootstrap,android studio,sql,c (langage de programmation)",Full-stack Developer
"network administration,information security,information security management,system administration,network security,database administration,cloud computing,security,cybersecurity,security audits,risk assessment,linux,python,java,mysql,php,sql,c,c++,c#,public speaking,cloud security,cryptography,data privacy,physical security,it security policies & procedures,security policy development,iso 22301,iso 27001,iso 27002,iso 27005,ibm security guardium",SOC Analyst
"next.js,spring boot,tailwind css,docker,javascript,reactjs,node.js,git,java,mongodb,react native,graphql,sql,nosql,html,css,swift,github,mysql,express.js,android studio",Software Developer
"nginx,laravel,mysql,wordpress,woocommerce,nlp,express.js,nuxt.js,rest apis,vue.js,mongodb,sql,javascript,project management,web development,node.js,mern stack,mean stack",Chief Technology Officer
"nhibernate,microsoft sql server,azure devops,language integrated query (linq),typescript,angular material,entity framework,laravel,blade,angular,mongodb,vuex,spring data,spring security,restful webservices,dozer,java,framework spring,spring boot,oracle database,web services,mysql,asp.net mvc,symfony framework,javascript,web development,problem solving,node.js,vue.js,express.js,jakarta ee,git,nuxt.js,sequelize,bootstrap,socket.io,.net framework,scrum,jest",Full Stack Engineer
"node.js,angular,angularjs,react.js,java,spring boot,spring security,symfony,c#,.net framework,c (langage de programmation),javascript,python (langage de programmation),sql,anglais,français,devops",Ingénieur Java/Java EE
"node.js,angular,react.js,spring boot,microservices,git,redux,websocket,express.js,html5,feuilles de style en cascade (css),api rest,mysql,mongodb,linux",Software Engineer
"node.js,express.js,next.js,rust (programming language),actix,javascript,typescript,tailwind css,mongodb,react.js,angular,docker,java,c (programming language),python (programming language),adobe illustrator,arabic,french,english,turkish",Full Stack Developer
"node.js,git,mongodb,scrum,computer vision,conception de bases de données,administration système,gestion de produit,gestion de projet logiciel,angular,angularjs,embedded software,embedded linux,embedded system ,java,internet of things ,programmation web,embedded operating system ,agile methodoligies,middleware,express.js",Developpeur Front-end / Scrum master
"node.js,java,angular,angularjs,mongodb,asp.net,c#,uml,javascript,linux,sql,ionic framework,xml,android,routage ip,framework spring,git,scrum,jenkins,test unitaire,docker,spring boot,animation des daily",Ingénieur logiciels
"node.js,java,angularjs,html5,sql,xml,c#,javascript,c++,linux,uml,jquery ui,ajax,microsoft office,java enterprise edition,weblogic,jdeveloper,oracle,pl/sql,phpmyadmin,web 2.0,oracle sql developer,oracle reports,jee,big data",Engineering Project Lead
"node.js,mongodb,graphql,docker,jenkins,calypso,google web toolkit (gwt),web applications,ajax,spring boot,javascript,java,c#,adobe photoshop,couchdb,microsoft sql server,mysql,jquery,mentoring,teaching,networking,photon fusion,hyper casual games,mobile game development,unity,plastic scm,game development,web development,laravel,front-end development,back-end web development,redux.js,react.js,git,html5,css",Lead Software Developer
"node.js,perforce,version control,system architecture,technical requirements,sales presentations,memory management,gameplay,documentation,typescript,technical leadership,amazon web services (aws),react.js,postgresql,performance analysis,optimization,databases,analytics,analytical skills,problem solving,blueprinting,unreal engine,full-stack development,linux,networking,software development,english,communication,c++,java,c#,machine learning,big data,game development,python,php,java enterprise edition,unity3d,android development,javascript,html5,opencv,flask,css,jquery,keras,tensorflow,unreal engine 4,cascading style sheets (css),c (programming language),python (programming language)",Professional Consultant
"node.js,python (programming language),networking,flask,symphony,angularjs,html5,java,javascript,front-end development,back-end web development,c (programming language),c++",Software Engineer Intern
"node.js,python,wordpress,angular,sql,java,langage c,visual studio,kali,ubuntu,pascal,uml,html,css,javascript,adobe photoshop,camtasia,unity,android studio,auro,aurora 3d,php,base de données,bitcoin,rust,comptia network+,microsoft office,c++,blender,maya,.net framework,react.js,vuforia,cpa marketing",Expert technique
"node.js,react.js,angularjs,javascript,html5,php,css,java,c++,oracle sql developer,mysql,framework spring,.net framework,mongodb,framework symfony",Stage de fin d’études
"node.js,react.js,javascript,typescript,cascading style sheets (css),amazon web services (aws),cyrpess,bash,sql,git,redis,html5,software development,teamcity,web development,front-end development,google cloud platform (gcp),scrum,html,sonarqube,css,elasticsearch,angularjs,mysql,postgresql,linux,unified modeling language (uml),c/c++,java,php,mongodb,rest api,graphql,heroku,docker,terraform,circleci",Founder
"node.js,react.js,mongodb,express.js,spring boot, anglar,communication,design,développement web,c++,sport,création de contenu web",Ingénieur développement
"node.js,react.js,mongodb,php,git,java,mysql,c++,sql",Full-stack JS Developer
"nodejs,nestjs,gcp,react.js,apache kafka,gitlab ci,ddd,test driven development,hexagonal architecture,spring boot,kubernetes,php,javascript,golang,programmation web,architecture orientée services (soa),documentation technique,programmation orientée objet (oop),test unitaire,applications web,git,laravel,mongodb,linux,ionic framework,sass, node.js,jquery,html5,junit,representational state transfer,nosql,github,twitter bootstrap,scss,docker,français,graphql,vue.js,angular2,symfony,express.js,socket.io,lumen,websockets,architecture orientée services,gridsome,jamstack ,phpunit,développement web back-end,typescript,storybook,heroku,makefile,grpc,go-micro,openshift,ci/cd",Technical Lead
"nodejs,typescript,express.js,spring boot,node.js,postgresql,mongodb,sql,ionic framework,react.js,english,javascript",Full Stack Developer
"nodes,vue.js,git,java,javascript,html,css,mysql,mikroc,react.js,express.js,socket.io,solidworks,stm32,c (langage de programmation),node.js,mongodb,angular,camera pi,matlab,simulink,vhdl,intel quartus prime,angularjs,php,raspberry pi,arduino,framework spring,spring boot,spring security,spring batch,leadership,linux,stm,routeurs cisco",Développeur web
"nosql,docker,trello,git,kubernetes,jenkins,keycloak,microservices,spring cloud,spring integration,spring security,sql,agile,jira,méthodes agiles,spring boot,framework symfony,angular,langage de modélisation unifié (uml),php,symfony framework,mysql,scrum,devops,java,anglais,javascript,gestion de projet,travail en groupe,communication,compétences analytiques,design graphique",Développeur back-end
"nosql,tesseract,computer vision,optical character recognition (ocr),named entity recognition (ner),azure functions,azure devops services,natural language processing (nlp),jee,sqlite,crypto,stripe,k-nearest neighbors (knn),support vector machine (svm),feature extraction,mysql,tensorflow,python (programming language),gitlab,jira,vuetify,bootstrap,jest,postman api,python,r,machine learning,big data,power bi,sql,java,elasticsearch,kibana,mongodb,hadoop,restful webservices,javascript,pl/sql,html,cascading style sheets (css),php,git,node.js,sql server integration services (ssis),nuxt.js,vue.js,logstash,talend open studio,predictive modeling,express.js,extract, transform, load (etl)",Machine Learning | Software Engineer
"notion api,pyaudio.,scrapy ,sentiment analysis,distilbert,vader,textblob,streamlit,scikit-learn,natural language processing (nlp),owl ontology,k-nearest neighbors (knn),gridsearch,data pre-processing,eda,django,yolo,tensorflow,keras,computer vision,machine learning,python (programming language),supervised learning,unsupervised learning,symfony framework,php,codename one,large language models (llm),generative ai,pymongo,web scraping,rasa ,scrapy framework,neo4j,travail d’équipe,c#,microsoft excel,java,scrum,.net framework,mongodb,python (langage de programmation),apprentissage automatique,deep learning,hadoop,anglais,français,arabe",Data scientist engineer
"object-oriented programming (oop),bases de données,devops,jee,maven,oracle database,postgresql,gestion du temps,docker,spring,programmation web,gestion de projet,travail d’équipe,java software development,méthodes agiles,java,java enterprise edition,html5,javascript,sql,feuilles de style en cascade (css),php,leadership,symfony framework,modèle mvc de spring,développement de logiciels,esprit d’équipe,français,anglais,arabe,github,angular,jenkins,git",R&D Analyst Developer at VERMEG for Insurance & Finance Software
